label,class_idx,load_hp,fault_loc,severity,filename
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,0,Normal,0,Normal_0.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
Normal,0,2,Normal,0,Normal_2.mat
